FLOW,Hard coal (if no detail),Brown coal (if no detail),Anthracite,Coking coal,Other bituminous coal,Sub-bituminous coal,Lignite,Patent fuel,Coke oven coke,Gas coke,Coal tar,BKB,Gas works gas,Coke oven gas,Blast furnace gas,Other recovered gases,Peat,Peat products,Oil shale and oil sands,Natural gas,Crude/NGL/feedstocks (if no detail),Crude oil,Natural gas liquids,Refinery feedstocks,Additives/blending components,Other hydrocarbons,Refinery gas,Ethane,Liquefied petroleum gases (LPG),Motor gasoline excl. biofuels,Aviation gasoline,Gasoline type jet fuel,Kerosene type jet fuel excl. biofuels,Other kerosene,Gas/diesel oil excl. biofuels,Fuel oil,Naphtha,White spirit & SBP,Lubricants,Bitumen,Paraffin waxes,Petroleum coke,Other oil products,Industrial waste,Municipal waste (renewable),Municipal waste (non-renewable),Primary solid biofuels,Biogases,Biogasoline,Biodiesels,Bio jet kerosene,Other liquid biofuels,Non-specified primary biofuels and waste,Charcoal,Elec/heat output from non-specified manufactured gases,Heat output from non-specified combustible fuels,Nuclear,Hydro,Geothermal,Solar photovoltaics,Solar thermal,"Tide, wave and ocean",Wind,Other sources,Electricity,Heat,Total,Memo: Renewables
FLOW,HARDCOAL,BROWN,ANTCOAL,COKCOAL,BITCOAL,SUBCOAL,LIGNITE,PATFUEL,OVENCOKE,GASCOKE,COALTAR,BKB,GASWKSGS,COKEOVGS,BLFURGS,OGASES,PEAT,PEATPROD,OILSHALE,NATGAS,CRNGFEED,CRUDEOIL,NGL,REFFEEDS,ADDITIVE,NONCRUDE,REFINGAS,ETHANE,LPG,NONBIOGASO,AVGAS,JETGAS,NONBIOJETK,OTHKERO,NONBIODIES,RESFUEL,NAPHTHA,WHITESP,LUBRIC,BITUMEN,PARWAX,PETCOKE,ONONSPEC,INDWASTE,MUNWASTER,MUNWASTEN,PRIMSBIO,BIOGASES,BIOGASOL,BIODIESEL,BIOJETKERO,OBIOLIQ,RENEWNS,CHARCOAL,MANGAS,HEATNS,NUCLEAR,HYDRO,GEOTHERM,SOLARPV,SOLARTH,TIDE,WIND,OTHER,ELECTR,HEAT,TOTAL,MRENEW
