year|1970|1971|1972|1973|1974|1975|1976|1977|1978|1979|1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007
country|AUS|AUT|CZE|DNK|ESP|FIN|GER|ITA|JPN|NLD|SVN|SWE|UK|USA|FRA
var|I|Iq|Ip|K|CAP|D
product|IT|CT|Soft|TraEq|OMach|OCon|RStruc|Other|ICT|NonICT|GFCF
industry|TOT|AtB|C|D|15t16|17t19|20|21t22|23t25|23|24|25|26|27t28|29|30t33|34t35|36t37|E|F|G|50|51|52|H|I|60t63|64|JtK|J|K|70|71t74|LtQ|L|M|N|O|P|Q
