1	 0.05414	 0.005389	 0.1523	 0.2286	 1.122	 
1	 0.07858	 0.005192	 0.02782	 0.2399	 0.9109	 
1	 0.3628	 0.2497	 0.1558	 0.7477	 1.739	 
1	 0.06871	 0.001829	 0.01388	 0.6207	 1.328	 
1	 0.008783	 0.003866	 0.02973	 0.1065	 0.3471	 
1	 0.3552	 0.1236	 0.01874	 0.1379	 0.19	 
1	 0.1768	 0.006787	 0.1576	 0.1191	 0.1508	 
1	 0.1372	 0.002478	 0.02262	 0.314	 0.3516	 
1	 0.04571	 0.01186	 0.03546	 0.05539	 0.3097	 
1	 0.139	 0.01033	 0.4694	 0.06027	 0.2344	 
1	 0.006927	 0.005892	 0.01526	 0.02969	 0.04808	 
1	 0.02838	 0.001619	 0.01779	 0.1422	 0.1916	 
