1|EMF33_Baseline
11|EMF33_Med2C_cost100
6|EMF33_Med2C_full
9|EMF33_Med2C_limbio
10|EMF33_Med2C_nobeccs
8|EMF33_Med2C_nofuel
13|EMF33_WB2C_full
15|EMF33_WB2C_nofuel
3|EMF33_tax_hi_full
5|EMF33_tax_hi_none
2|EMF33_tax_lo_full
4|EMF33_tax_lo_none
7|EMF33_Med2C_none
12|EMF33_Med2C_ready2050
